endpoint,model,fraction,n_train,seed,noise_type,noise_level,arm,R2,RMSE,MSE,MAE,Pearson,Spearman,CCC
HLM,LightGBM,1.0,2468,0,systematic_bias,3.0,base,0.341152289743029,0.4964949831925673,0.2465072683353877,0.4156154999454266,0.7118636547039748,0.7188075224108389,0.6098825964073806
HLM,LightGBM,1.0,2468,1,systematic_bias,3.0,base,0.3191699007382087,0.5047097770804665,0.2547319590806141,0.4115325994625126,0.686217152000744,0.6972881875494671,0.5968729446427173
HLM,LightGBM,1.0,2468,2,systematic_bias,3.0,base,0.3234947003251618,0.5031042031923384,0.2531138392697977,0.4160707071372916,0.7053276938957008,0.709362507098304,0.5994207236777728
HLM,LightGBM,1.0,2468,3,systematic_bias,3.0,base,0.2721974157981798,0.5218301173454757,0.2723066713687929,0.4330105998449745,0.6802698904636719,0.6832562419768974,0.5873640297678607
HLM,LightGBM,1.0,2468,4,systematic_bias,3.0,base,0.3411421245908905,0.4964988133095236,0.2465110716177651,0.4103937700986497,0.6948495927536489,0.6938750102096968,0.6048189139802236
HLM,LightGBM,1.0,2468,0,systematic_bias,5.0,base,0.11015989451635,0.577003346426674,0.3329328617875802,0.4794593357544244,0.6676021792250333,0.672503965937397,0.5244741025418174
HLM,LightGBM,1.0,2468,1,systematic_bias,5.0,base,0.0896533894334783,0.5836140436221299,0.3406053519129732,0.4824860662844443,0.6617077599977916,0.6720795843920064,0.5260207093604329
HLM,LightGBM,1.0,2468,2,systematic_bias,5.0,base,0.0772647275551197,0.5875717474712674,0.3452405584264388,0.4933532946770722,0.6773191222340894,0.6824448343344384,0.5185974717297966
HLM,LightGBM,1.0,2468,3,systematic_bias,5.0,base,0.122685868102504,0.5729278141478229,0.3282462802242023,0.475427639820341,0.6882273935628549,0.6894391985492747,0.5444863769378714
HLM,LightGBM,1.0,2468,4,systematic_bias,5.0,base,0.1300489364824346,0.5705185316207689,0.3254913949227183,0.4746006235406759,0.6588605406278633,0.6718330075820569,0.5252176329400519
